ut_char,uniqueID,auseqence,fullname,surname,givenname,type,pub_year,paper_type,startyear,title,journal,issn,doi
WOS:000287799800011,0_80,2,"Kang, Qinjun",KANG,QINJUN,1,2011,Article,2004,lattice boltzmann method on quadtree grids,physical review e,1539-3755,10.1103/physreve.83.026707
WOS:000303118900004,0_80,3,"Kang, Qinjun",KANG,QINJUN,1,2012,Article,2004,three-dimensional lattice boltzmann model for immiscible two-phase flow simulations,physical review e,1539-3755,10.1103/physreve.85.046309
WOS:000308530800007,0_80,3,"Kang, Q",KANG,Q,2,2012,Article,2004,multicomponent interparticle-potential lattice boltzmann model for fluids with large viscosity ratios,physical review e,2470-0045,10.1103/physreve.86.036701
WOS:000309493600005,0_80,2,"Kang, Qinjun",KANG,QINJUN,1,2012,Article,2004,pore-scale simulation of coupled multiple physicochemical thermal processes in micro reactor for hydrogen production using lattice boltzmann method,international journal of hydrogen energy,0360-3199,10.1016/j.ijhydene.2012.07.050
WOS:000307479000011,0_80,2,"Kang, Qinjun",KANG,QINJUN,1,2012,Article,2004,mesoscopic study of the effects of gel concentration and materials on the formation of precipitation patterns,langmuir,0743-7463,10.1021/la3020095
WOS:000317400500007,0_80,2,"Kang, Qinjun",KANG,QINJUN,1,2013,Article,2004,pore-scale modeling of multiphase reactive transport with phase transitions and dissolution-precipitation processes in closed systems,physical review e,1539-3755,10.1103/physreve.87.043306
WOS:000323508300007,0_80,3,"Kang, Qinjun",KANG,QINJUN,1,2013,Article,2004,pore-scale simulations of gas displacing liquid in a homogeneous pore network using the lattice boltzmann method,transport in porous media,0169-3913,10.1007/s11242-013-0200-8
WOS:000314151000007,0_80,4,"Kang, Qinjun",KANG,QINJUN,1,2013,Article,2004,phase-field-based lattice boltzmann finite-difference model for simulating thermocapillary flows,physical review e,2470-0045,10.1103/physreve.87.013010
WOS:000325527100006,0_80,3,"Kang, Qinjun",KANG,QINJUN,1,2013,Article,2004,coupled numerical approach combining finite volume and lattice boltzmann methods for multi-scale multi-physicochemical processes,journal of computational physics,0021-9991,10.1016/j.jcp.2013.07.034
WOS:000338387800018,0_80,2,"Kang, Qinjun",KANG,QINJUN,1,2014,Review,2004,a critical review of the pseudopotential multiphase lattice boltzmann model methods and applications,international journal of heat and mass transfer,0017-9310,10.1016/j.ijheatmasstransfer.2014.04.032
WOS:000344068000012,0_80,4,"Kang, Qinjun",KANG,QINJUN,1,2014,Article,2004,pore-scale simulation of liquid co2 displacement of water using a two-phase lattice boltzmann model,advances in water resources,0309-1708,10.1016/j.advwatres.2014.07.010
WOS:000345594900011,0_80,3,"Kang, QJ",KANG,QJ,2,2014,Article,2004,contact angles in the pseudopotential lattice boltzmann modeling of wetting,physical review e,1539-3755,10.1103/physreve.90.053301
WOS:000340977000087,0_80,1,"Kang, Qinjun",KANG,QINJUN,1,2014,Article,2004,pore-scale study of dissolution-induced changes in permeability and porosity of porous media,journal of hydrology,0022-1694,10.1016/j.jhydrol.2014.06.045
WOS:000326596600019,0_80,4,"Kang, Qinjun",KANG,QINJUN,1,2014,Article,2004,lattice boltzmann phase-field modeling of thermocapillary flows in a confined microchannel,journal of computational physics,0021-9991,10.1016/j.jcp.2013.08.054
WOS:000337199600046,0_80,2,"Kang, Qinjun",KANG,QINJUN,1,2014,Article,2004,pore-scale study of diffusion-reaction processes involving dissolution and precipitation using the lattice boltzmann method,international journal of heat and mass transfer,0017-9310,10.1016/j.ijheatmasstransfer.2014.03.074
WOS:000347921100014,0_80,2,"Kang, Qinjun",KANG,QINJUN,1,2014,Article,2004,pore-scale study of dissolution-induced changes in hydrologic properties of rocks with binary minerals,water resources research,0043-1397,10.1002/2014wr015646
WOS:000330990100003,0_80,3,"Kang, Qinjun",KANG,QINJUN,1,2014,Article,2004,"taxila lbm a parallel, modular lattice boltzmann framework for simulating pore-scale flow in porous media",computational geosciences,1420-0597,10.1007/s10596-013-9379-6
WOS:000345280300009,0_80,2,"Kang, Qinjun",KANG,QINJUN,1,2014,Article,2004,mesoscopic study of the formation of pseudomorphs with presence of chemical fluids,geosciences journal,1226-4806,10.1007/s12303-014-0009-7
WOS:000353755000046,0_80,5,"Kang, Qinjun",KANG,QINJUN,1,2015,Article,2004,shale gas and non-aqueous fracturing fluids opportunities and challenges for supercritical co2,applied energy,0306-2619,10.1016/j.apenergy.2015.03.023
WOS:000348436500003,0_80,3,"Kang, Qinjun",KANG,QINJUN,1,2015,Article,2004,nanoscale simulation of shale transport properties using the lattice boltzmann method permeability and diffusivity,scientific reports,2045-2322,10.1038/srep08089
WOS:000353249000071,0_80,2,"Kang, QJ",KANG,QJ,2,2015,Article,2004,lattice boltzmann modeling of boiling heat transfer the boiling curve and the effects of wettability,international journal of heat and mass transfer,0017-9310,10.1016/j.ijheatmasstransfer.2015.01.136
WOS:000350446000023,0_80,6,"Kang, Qinjun",KANG,QINJUN,1,2015,Article,2004,lattice boltzmann pore-scale investigation of coupled physical-electrochemical processes in c/pt and non-precious metal cathode catalyst layers in proton exchange membrane fuel cells,electrochimica acta,0013-4686,10.1016/j.electacta.2015.01.121
WOS:000350503500007,0_80,3,"Kang, Qinjun",KANG,QINJUN,1,2015,Article,2004,generalized lattice boltzmann model for flow through tight porous media with klinkenberg's effect,physical review e,2470-0045,10.1103/physreve.91.033004
WOS:000353249000088,0_80,2,"Kang, Qinjun",KANG,QINJUN,1,2015,Article,2004,pore-scale simulation of multicomponent multiphase reactive transport with dissolution and precipitation,international journal of heat and mass transfer,0017-9310,10.1016/j.ijheatmasstransfer.2015.02.035
WOS:000360710600039,0_80,2,"Kang, Qinjun",KANG,QINJUN,1,2015,Article,2004,permeability prediction of shale matrix reconstructed using the elementary building block model,fuel,0016-2361,10.1016/j.fuel.2015.07.070
WOS:000357670100075,0_80,2,"Kang, Qinjun",KANG,QINJUN,1,2015,Article,2004,pore-scale prediction of transport properties in reconstructed nanostructures of organic matter in shales,fuel,0016-2361,10.1016/j.fuel.2015.06.022
WOS:000358746500010,0_80,2,"Kang, QinJun",KANG,QINJUN,1,2015,Article,2004,pore scale simulation of liquid and gas two-phase flow based on digital core technology,science china-technological sciences,1674-7321,10.1007/s11431-015-5842-z
WOS:000361551300010,0_80,2,"Kang, Qinjun",KANG,QINJUN,1,2015,Article,2004,lattice boltzmann simulation of particle motion in binary immiscible fluids,communications in computational physics,1815-2406,10.4208/cicp.101114.150415a
WOS:000366777400002,0_80,3,"Kang, QJ",KANG,QJ,2,2016,Review,2004,lattice boltzmann methods for multiphase flow and phase-change heat transfer,progress in energy and combustion science,0360-1285,10.1016/j.pecs.2015.10.001
WOS:000382680900002,0_80,2,"Kang, Qinjun",KANG,QINJUN,1,2016,Review,2004,multiphase lattice boltzmann simulations for porous media applications,computational geosciences,1420-0597,10.1007/s10596-015-9542-3
WOS:000370111200010,0_80,3,"Kang, Qinjun",KANG,QINJUN,1,2016,Review,2004,the lattice boltzmann method for isothermal micro-gaseous flow and its application in shale gas flow a review,international journal of heat and mass transfer,0017-9310,10.1016/j.ijheatmasstransfer.2015.12.009
WOS:000377328700045,0_80,3,"Kang, Qinjun",KANG,QINJUN,1,2016,Article,2004,apparent permeability prediction of organic shale with generalized lattice boltzmann model considering surface diffusion effect,fuel,0016-2361,10.1016/j.fuel.2016.05.032
WOS:000381492200017,0_80,4,"Kang, Qinjun",KANG,QINJUN,1,2016,Article,2004,multiple-relaxation-time color-gradient lattice boltzmann model for simulating two-phase flows with high density ratio,physical review e,2470-0045,10.1103/physreve.94.023310
WOS:000375360600064,0_80,3,"Kang, Qinjun",KANG,QINJUN,1,2016,Article,2004,investigation of methane adsorption and its effect on gas transport in shale matrix through microscale and mesoscale simulations,international journal of heat and mass transfer,0017-9310,10.1016/j.ijheatmasstransfer.2016.03.039
WOS:000382680900005,0_80,7,"Kang, Q",KANG,Q,2,2016,Article,2004,pore-scale and continuum simulations of solute transport micromodel benchmark experiments,computational geosciences,1420-0597,10.1007/s10596-014-9424-0
WOS:000384777800083,0_80,4,"Kang, Qinjun",KANG,QINJUN,1,2016,Article,2004,"changes in porosity, permeability and surface area during rock dissolution effects of mineralogical heterogeneity",international journal of heat and mass transfer,0017-9310,10.1016/j.ijheatmasstransfer.2016.07.043
WOS:000388424600004,0_80,4,"Kang, Qinjun",KANG,QINJUN,1,2016,Article,2004,numerical predictions of the effective thermal conductivity for needled c/c-sic composite materials,numerical heat transfer part a-applications,1040-7782,10.1080/10407782.2016.1230427
WOS:000364884500035,0_80,4,"Kang, Qinjun",KANG,QINJUN,1,2016,Article,2004,mesoscale investigation of reaction-diffusion and structure evolution during fe-al inhibition layer formation in hot-dip galvanizing,international journal of heat and mass transfer,0017-9310,10.1016/j.ijheatmasstransfer.2015.08.083
WOS:000374241100007,0_80,2,"Kang, Qinjun",KANG,QINJUN,1,2016,Article,2004,simulation of flow in multi-scale porous media using the lattice boltzmann method on quadtree grids,communications in computational physics,1815-2406,10.4208/cicp.110315.190815a
WOS:000391138300008,0_80,8,"Kang, Q",KANG,Q,2,2016,Review,2004,understanding hydraulic fracturing a multi-scale problem,philosophical transactions of the royal society a-mathematical physical and engineering sciences,1364-503X,10.1098/rsta.2015.0426
WOS:000366863800035,0_80,2,"Kang, QJ",KANG,QJ,2,2016,Article,2004,lattice boltzmann modeling of self-propelled leidenfrost droplets on ratchet surfaces,soft matter,1744-683X,10.1039/c5sm01353d
WOS:000394061100013,0_80,3,"Kang, QinJun",KANG,QINJUN,1,2017,Article,2004,lattice boltzmann modeling of pool boiling with large liquid-gas density ratio,international journal of thermal sciences,1290-0729,10.1016/j.ijthermalsci.2016.12.017
WOS:000392556100005,0_80,2,"Kang, Qinjun",KANG,QINJUN,1,2017,Article,2004,pore-scale lattice boltzmann simulation of micro-gaseous flow considering surface diffusion effect,international journal of coal geology,0166-5162,10.1016/j.coal.2016.11.013
WOS:000404492700021,0_80,2,"Kang, Qinjun",KANG,QINJUN,1,2017,Article,2004,simulation of gas flow in micro-porous media with the regularized lattice boltzmann method,fuel,0016-2361,10.1016/j.fuel.2017.05.080
WOS:000393015000058,0_80,4,"Kang, QinJun",KANG,QINJUN,1,2017,Article,2004,nucleate boiling performance evaluation of cavities at mesoscale level,international journal of heat and mass transfer,0017-9310,10.1016/j.ijheatmasstransfer.2016.09.058
WOS:000409525300047,0_80,6,"Kang, Qinjun",KANG,QINJUN,1,2017,Article,2004,pore-scale study of multiphase reactive transport in fibrous electrodes of vanadium redox flow batteries,electrochimica acta,0013-4686,10.1016/j.electacta.2017.07.086
WOS:000404309200006,0_80,3,"Kang, Qinjun",KANG,QINJUN,1,2017,Article,2004,relative permeability of two immiscible fluids flowing through porous media determined by lattice boltzmann method,international communications in heat and mass transfer,0735-1933,10.1016/j.icheatmasstransfer.2017.04.020
WOS:000404087100026,0_80,3,"Kang, Qinjun",KANG,QINJUN,1,2017,Article,2004,beyond-cassie mode of wetting and local contact angles of droplets on checkboard-patterned surfaces,langmuir,0743-7463,10.1021/acs.langmuir.7b01471
WOS:000428474500035,0_80,2,"Kang, Qinjun",KANG,QINJUN,1,2018,Article,2004,the effect of wettability heterogeneity on relative permeability of two-phase flow in porous media a lattice boltzmann study,water resources research,0043-1397,10.1002/2017wr021443
WOS:000437090400044,0_80,4,"Kang, Qinjun",KANG,QINJUN,1,2018,Article,2004,pore-scale study of effects of macroscopic pores and their distributions on reactive transport in hierarchical porous media,chemical engineering journal,1385-8947,10.1016/j.cej.2018.05.106
WOS:000452584900004,0_80,4,"Kang, Qinjun",KANG,QINJUN,1,2018,Article,2004,"effect of flow field geometry on operating current density, capacity and performance of vanadium redox flow battery",journal of power sources,0378-7753,10.1016/j.jpowsour.2018.09.093
WOS:000447555400010,0_80,4,"Kang, Qinjun",KANG,QINJUN,1,2018,Article,2004,nanoscale simulation of local gas transport in catalyst layers of proton exchange membrane fuel cells,journal of power sources,0378-7753,10.1016/j.jpowsour.2018.07.099
WOS:000428930500028,0_80,3,"Kang, Qinjun",KANG,QINJUN,1,2018,Article,2004,entropic multiple-relaxation-time multirange pseudopotential lattice boltzmann model for two-phase flow,physics of fluids,1070-6631,10.1063/1.5016965
WOS:000442979300020,0_80,4,"Kang, QinJun",KANG,QINJUN,1,2018,Article,2004,influences of the perforation on effective transport properties of gas diffusion layers,international journal of heat and mass transfer,0017-9310,10.1016/j.ijheatmasstransfer.2018.05.016
WOS:000440118600098,0_80,2,"Kang, Qinjun",KANG,QINJUN,1,2018,Article,2004,lattice boltzmann simulation of liquid flow in nanoporous media,international journal of heat and mass transfer,0017-9310,10.1016/j.ijheatmasstransfer.2018.04.123
WOS:000432555400016,0_80,3,"Kang, Qinjun",KANG,QINJUN,1,2018,Article,2004,pore scale study of multiphase multicomponent reactive transport during co2 dissolution trapping,advances in water resources,0309-1708,10.1016/j.advwatres.2018.02.018
WOS:000451366000094,0_80,3,"Kang, QJ",KANG,QJ,2,2018,Article,2004,on the temperature equation in a phase change pseudopotential lattice boltzmann model,international journal of heat and mass transfer,0017-9310,10.1016/j.ijheatmasstransfer.2018.07.139
WOS:000474535700022,0_80,7,"Kang, Qinjun",KANG,QINJUN,1,2019,Article,2004,comprehensive comparison of pore-scale models for multiphase flow in porous media,proceedings of the national academy of sciences of the united states of america,0027-8424,10.1073/pnas.1901619116
WOS:000508985300008,0_80,3,"Kang, Qinjun",KANG,QINJUN,1,2019,Article,2004,predicting effective diffusivity of porous media from images by deep learning,scientific reports,2045-2322,10.1038/s41598-019-56309-x
WOS:000487764800038,0_80,4,"Kang, Qinjun",KANG,QINJUN,1,2019,Article,2004,atomic layer deposition in porous electrodes a pore-scale modeling study,chemical engineering journal,1385-8947,10.1016/j.cej.2019.122099
WOS:000460643300001,0_80,4,"Kang, Qinjun",KANG,QINJUN,1,2019,Article,2004,study of non-isothermal liquid evaporation in synthetic micro-pore structures with hybrid lattice boltzmann model,journal of fluid mechanics,0022-1120,10.1017/jfm.2019.69
WOS:000503926600001,0_80,3,"Kang, Qinjun",KANG,QINJUN,1,2019,Article,2004,inertial effects during the process of supercritical co2 displacing brine in a sandstone lattice boltzmann simulations based on the continuum-surface-force and geometrical wetting models,water resources research,0043-1397,10.1029/2019wr025746
WOS:000464148700048,0_80,2,"Kang, Qinjun",KANG,QINJUN,1,2019,Article,2004,pore-scale study of reactive transport processes in catalyst layer agglomerates of proton exchange membrane fuel cells,electrochimica acta,0013-4686,10.1016/j.electacta.2019.03.158
WOS:000469028400006,0_80,4,"Kang, Qinjun",KANG,QINJUN,1,2019,Article,2004,tricoupled hybrid lattice boltzmann model for nonisothermal drying of colloidal suspensions in micropore structures,physical review e,2470-0045,10.1103/physreve.99.053306
WOS:000462260700066,0_80,2,"Kang, Qinjun",KANG,QINJUN,1,2019,Article,2004,the role of disjoining pressure and thermal activation in the invasion of droplets into nanopores,journal of physical chemistry c,1932-7447,10.1021/acs.jpcc.9b00287
